Month,Samplingpoint,ExceedCount,CustomLabel
2013-09-01,AT/SPO.09.KEND.64567.6001.1,3,Kendlerstraße (Automatic)
2013-09-01,AT/SPO.09.LOB.64566.6001.1,0,Lobau (Automatic)
2013-09-01,AT/SPO.09.STAD.64538.6001.1,2,Stadlau (Automatic)
2013-09-01,AT/SPO.09.TAB.56213.6001.1,2,Taborstraße (Automatic)
2013-10-01,AT/SPO.09.AKC.5066.6001.1,16,AKH (Allgemeines Krankenhaus) (Automatic)
2013-10-01,AT/SPO.09.KEND.64567.6001.1,18,Kendlerstraße (Automatic)
2013-10-01,AT/SPO.09.LOB.64566.6001.1,16,Lobau (Automatic)
2013-10-01,AT/SPO.09.STAD.64538.6001.1,19,Stadlau (Automatic)
2013-10-01,AT/SPO.09.TAB.56213.6001.1,20,Taborstraße (Automatic)
2013-11-01,AT/SPO.09.AKC.5066.6001.1,18,AKH (Allgemeines Krankenhaus) (Automatic)
2013-11-01,AT/SPO.09.KEND.64567.6001.1,18,Kendlerstraße (Automatic)
2013-11-01,AT/SPO.09.LOB.64566.6001.1,14,Lobau (Automatic)
2013-11-01,AT/SPO.09.STAD.64538.6001.1,18,Stadlau (Automatic)
2013-11-01,AT/SPO.09.TAB.56213.6001.1,18,Taborstraße (Automatic)
2013-12-01,AT/SPO.09.A23.65516.6001.1,1,A23 Südosttangente/Wehlistraße	(Gravi)
2013-12-01,AT/SPO.09.AKC.5066.6001.1,20,AKH (Allgemeines Krankenhaus) (Automatic)
2013-12-01,AT/SPO.09.KEND.64567.6001.1,20,Kendlerstraße (Automatic)
2013-12-01,AT/SPO.09.LOB.64566.6001.1,18,Lobau (Automatic)
2013-12-01,AT/SPO.09.STAD.64538.6001.1,20,Stadlau (Automatic)
2013-12-01,AT/SPO.09.TAB.56213.6001.1,20,Taborstraße (Automatic)
2014-01-01,AT/SPO.09.A23.65515.6001.1,23,A23 Südosttangente/Wehlistraße	(Gravi)
2014-01-01,AT/SPO.09.A23.65516.6001.1,25,A23 Südosttangente/Wehlistraße	(Gravi)
2014-01-01,AT/SPO.09.AKC.5066.6001.1,24,AKH (Allgemeines Krankenhaus) (Automatic)
2014-01-01,AT/SPO.09.AKC.55371.6001.1,24,AKH (Allgemeines Krankenhaus) (Gravi)
2014-01-01,AT/SPO.09.KEND.64567.6001.1,24,Kendlerstraße (Automatic)
2014-01-01,AT/SPO.09.LOB.64389.6001.1,20,Lobau (Gravi)
2014-01-01,AT/SPO.09.LOB.64566.6001.1,22,Lobau (Automatic)
2014-01-01,AT/SPO.09.STAD.64538.6001.1,27,Stadlau (Automatic)
2014-01-01,AT/SPO.09.TAB.56213.6001.1,25,Taborstraße (Automatic)
2014-01-01,AT/SPO.09.TAB.56396.6001.1,25,Taborstraße (Gravi)
2014-02-01,AT/SPO.09.A23.65515.6001.1,17,A23 Südosttangente/Wehlistraße	(Gravi)
2014-02-01,AT/SPO.09.A23.65516.6001.1,18,A23 Südosttangente/Wehlistraße	(Gravi)
2014-02-01,AT/SPO.09.AKC.5066.6001.1,17,AKH (Allgemeines Krankenhaus) (Automatic)
2014-02-01,AT/SPO.09.AKC.55371.6001.1,16,AKH (Allgemeines Krankenhaus) (Gravi)
2014-02-01,AT/SPO.09.KEND.64567.6001.1,17,Kendlerstraße (Automatic)
2014-02-01,AT/SPO.09.LOB.64389.6001.1,14,Lobau (Gravi)
2014-02-01,AT/SPO.09.LOB.64566.6001.1,16,Lobau (Automatic)
2014-02-01,AT/SPO.09.STAD.64538.6001.1,19,Stadlau (Automatic)
2014-02-01,AT/SPO.09.TAB.56213.6001.1,18,Taborstraße (Automatic)
2014-02-01,AT/SPO.09.TAB.56396.6001.1,18,Taborstraße (Gravi)
2014-03-01,AT/SPO.09.A23.65515.6001.1,23,A23 Südosttangente/Wehlistraße	(Gravi)
2014-03-01,AT/SPO.09.A23.65516.6001.1,24,A23 Südosttangente/Wehlistraße	(Gravi)
2014-03-01,AT/SPO.09.AKC.5066.6001.1,24,AKH (Allgemeines Krankenhaus) (Automatic)
2014-03-01,AT/SPO.09.AKC.55371.6001.1,23,AKH (Allgemeines Krankenhaus) (Gravi)
2014-03-01,AT/SPO.09.KEND.64567.6001.1,25,Kendlerstraße (Automatic)
2014-03-01,AT/SPO.09.LOB.64389.6001.1,18,Lobau (Gravi)
2014-03-01,AT/SPO.09.LOB.64566.6001.1,19,Lobau (Automatic)
2014-03-01,AT/SPO.09.STAD.64538.6001.1,24,Stadlau (Automatic)
2014-03-01,AT/SPO.09.TAB.56213.6001.1,24,Taborstraße (Automatic)
2014-03-01,AT/SPO.09.TAB.56396.6001.1,24,Taborstraße (Gravi)
2014-04-01,AT/SPO.09.A23.65515.6001.1,13,A23 Südosttangente/Wehlistraße	(Gravi)
2014-04-01,AT/SPO.09.A23.65516.6001.1,18,A23 Südosttangente/Wehlistraße	(Gravi)
2014-04-01,AT/SPO.09.AKC.5066.6001.1,13,AKH (Allgemeines Krankenhaus) (Automatic)
2014-04-01,AT/SPO.09.AKC.55371.6001.1,12,AKH (Allgemeines Krankenhaus) (Gravi)
2014-04-01,AT/SPO.09.KEND.64567.6001.1,13,Kendlerstraße (Automatic)
2014-04-01,AT/SPO.09.LOB.64389.6001.1,7,Lobau (Gravi)
2014-04-01,AT/SPO.09.LOB.64566.6001.1,12,Lobau (Automatic)
2014-04-01,AT/SPO.09.STAD.64538.6001.1,20,Stadlau (Automatic)
2014-04-01,AT/SPO.09.TAB.56213.6001.1,20,Taborstraße (Automatic)
2014-04-01,AT/SPO.09.TAB.56396.6001.1,14,Taborstraße (Gravi)
2014-05-01,AT/SPO.09.A23.65515.6001.1,4,A23 Südosttangente/Wehlistraße	(Gravi)
2014-05-01,AT/SPO.09.A23.65516.6001.1,3,A23 Südosttangente/Wehlistraße	(Gravi)
2014-05-01,AT/SPO.09.AKC.5066.6001.1,3,AKH (Allgemeines Krankenhaus) (Automatic)
2014-05-01,AT/SPO.09.AKC.55371.6001.1,0,AKH (Allgemeines Krankenhaus) (Gravi)
2014-05-01,AT/SPO.09.KEND.64567.6001.1,3,Kendlerstraße (Automatic)
2014-05-01,AT/SPO.09.LOB.64389.6001.1,0,Lobau (Gravi)
2014-05-01,AT/SPO.09.LOB.64566.6001.1,1,Lobau (Automatic)
2014-05-01,AT/SPO.09.STAD.64538.6001.1,3,Stadlau (Automatic)
2014-05-01,AT/SPO.09.TAB.56213.6001.1,6,Taborstraße (Automatic)
2014-05-01,AT/SPO.09.TAB.56396.6001.1,3,Taborstraße (Gravi)
2014-06-01,AT/SPO.09.A23.65515.6001.1,3,A23 Südosttangente/Wehlistraße	(Gravi)
2014-06-01,AT/SPO.09.A23.65516.6001.1,0,A23 Südosttangente/Wehlistraße	(Gravi)
2014-06-01,AT/SPO.09.AKC.5066.6001.1,0,AKH (Allgemeines Krankenhaus) (Automatic)
2014-06-01,AT/SPO.09.AKC.55371.6001.1,2,AKH (Allgemeines Krankenhaus) (Gravi)
2014-06-01,AT/SPO.09.KEND.64567.6001.1,0,Kendlerstraße (Automatic)
2014-06-01,AT/SPO.09.LOB.64389.6001.1,1,Lobau (Gravi)
2014-06-01,AT/SPO.09.LOB.64566.6001.1,0,Lobau (Automatic)
2014-06-01,AT/SPO.09.STAD.64538.6001.1,0,Stadlau (Automatic)
2014-06-01,AT/SPO.09.TAB.56213.6001.1,1,Taborstraße (Automatic)
2014-06-01,AT/SPO.09.TAB.56396.6001.1,6,Taborstraße (Gravi)
2014-07-01,AT/SPO.09.A23.65515.6001.1,5,A23 Südosttangente/Wehlistraße	(Gravi)
2014-07-01,AT/SPO.09.A23.65516.6001.1,0,A23 Südosttangente/Wehlistraße	(Gravi)
2014-07-01,AT/SPO.09.AKC.5066.6001.1,0,AKH (Allgemeines Krankenhaus) (Automatic)
2014-07-01,AT/SPO.09.AKC.55371.6001.1,2,AKH (Allgemeines Krankenhaus) (Gravi)
2014-07-01,AT/SPO.09.KEND.64567.6001.1,0,Kendlerstraße (Automatic)
2014-07-01,AT/SPO.09.LOB.64389.6001.1,0,Lobau (Gravi)
2014-07-01,AT/SPO.09.LOB.64566.6001.1,0,Lobau (Automatic)
2014-07-01,AT/SPO.09.STAD.64538.6001.1,0,Stadlau (Automatic)
2014-07-01,AT/SPO.09.TAB.56213.6001.1,0,Taborstraße (Automatic)
2014-07-01,AT/SPO.09.TAB.56396.6001.1,5,Taborstraße (Gravi)
2014-08-01,AT/SPO.09.A23.65515.6001.1,1,A23 Südosttangente/Wehlistraße	(Gravi)
2014-08-01,AT/SPO.09.A23.65516.6001.1,1,A23 Südosttangente/Wehlistraße	(Gravi)
2014-08-01,AT/SPO.09.AKC.5066.6001.1,0,AKH (Allgemeines Krankenhaus) (Automatic)
2014-08-01,AT/SPO.09.AKC.55371.6001.1,1,AKH (Allgemeines Krankenhaus) (Gravi)
2014-08-01,AT/SPO.09.KEND.64567.6001.1,1,Kendlerstraße (Automatic)
2014-08-01,AT/SPO.09.LOB.64389.6001.1,1,Lobau (Gravi)
2014-08-01,AT/SPO.09.LOB.64566.6001.1,0,Lobau (Automatic)
2014-08-01,AT/SPO.09.STAD.64538.6001.1,0,Stadlau (Automatic)
2014-08-01,AT/SPO.09.TAB.56213.6001.1,1,Taborstraße (Automatic)
2014-08-01,AT/SPO.09.TAB.56396.6001.1,1,Taborstraße (Gravi)
2014-09-01,AT/SPO.09.A23.65515.6001.1,9,A23 Südosttangente/Wehlistraße	(Gravi)
2014-09-01,AT/SPO.09.A23.65516.6001.1,13,A23 Südosttangente/Wehlistraße	(Gravi)
2014-09-01,AT/SPO.09.AKC.5066.6001.1,10,AKH (Allgemeines Krankenhaus) (Automatic)
2014-09-01,AT/SPO.09.AKC.55371.6001.1,12,AKH (Allgemeines Krankenhaus) (Gravi)
2014-09-01,AT/SPO.09.KEND.64567.6001.1,13,Kendlerstraße (Automatic)
2014-09-01,AT/SPO.09.LOB.64389.6001.1,4,Lobau (Gravi)
2014-09-01,AT/SPO.09.LOB.64566.6001.1,5,Lobau (Automatic)
2014-09-01,AT/SPO.09.STAD.64538.6001.1,14,Stadlau (Automatic)
2014-09-01,AT/SPO.09.TAB.56213.6001.1,14,Taborstraße (Automatic)
2014-09-01,AT/SPO.09.TAB.56396.6001.1,14,Taborstraße (Gravi)
2014-10-01,AT/SPO.09.A23.65515.6001.1,18,A23 Südosttangente/Wehlistraße	(Gravi)
2014-10-01,AT/SPO.09.A23.65516.6001.1,21,A23 Südosttangente/Wehlistraße	(Gravi)
2014-10-01,AT/SPO.09.AKC.5066.6001.1,19,AKH (Allgemeines Krankenhaus) (Automatic)
2014-10-01,AT/SPO.09.AKC.55371.6001.1,19,AKH (Allgemeines Krankenhaus) (Gravi)
2014-10-01,AT/SPO.09.KEND.64567.6001.1,20,Kendlerstraße (Automatic)
2014-10-01,AT/SPO.09.LOB.64389.6001.1,16,Lobau (Gravi)
2014-10-01,AT/SPO.09.LOB.64566.6001.1,14,Lobau (Automatic)
2014-10-01,AT/SPO.09.STAD.64538.6001.1,21,Stadlau (Automatic)
2014-10-01,AT/SPO.09.TAB.56213.6001.1,22,Taborstraße (Automatic)
2014-10-01,AT/SPO.09.TAB.56396.6001.1,20,Taborstraße (Gravi)
2014-11-01,AT/SPO.09.A23.65515.6001.1,21,A23 Südosttangente/Wehlistraße	(Gravi)
2014-11-01,AT/SPO.09.A23.65516.6001.1,22,A23 Südosttangente/Wehlistraße	(Gravi)
2014-11-01,AT/SPO.09.AKC.5066.6001.1,23,AKH (Allgemeines Krankenhaus) (Automatic)
2014-11-01,AT/SPO.09.AKC.55371.6001.1,20,AKH (Allgemeines Krankenhaus) (Gravi)
2014-11-01,AT/SPO.09.KEND.64567.6001.1,23,Kendlerstraße (Automatic)
2014-11-01,AT/SPO.09.LOB.64389.6001.1,17,Lobau (Gravi)
2014-11-01,AT/SPO.09.STAD.64538.6001.1,23,Stadlau (Automatic)
2014-11-01,AT/SPO.09.TAB.56213.6001.1,24,Taborstraße (Automatic)
2014-11-01,AT/SPO.09.TAB.56396.6001.1,21,Taborstraße (Gravi)
2014-12-01,AT/SPO.09.A23.65515.6001.1,13,A23 Südosttangente/Wehlistraße	(Gravi)
2014-12-01,AT/SPO.09.A23.65516.6001.1,14,A23 Südosttangente/Wehlistraße	(Gravi)
2014-12-01,AT/SPO.09.AKC.5066.6001.1,13,AKH (Allgemeines Krankenhaus) (Automatic)
2014-12-01,AT/SPO.09.AKC.55371.6001.1,11,AKH (Allgemeines Krankenhaus) (Gravi)
2014-12-01,AT/SPO.09.KEND.64567.6001.1,13,Kendlerstraße (Automatic)
2014-12-01,AT/SPO.09.LOB.64389.6001.1,8,Lobau (Gravi)
2014-12-01,AT/SPO.09.STAD.64538.6001.1,14,Stadlau (Automatic)
2014-12-01,AT/SPO.09.TAB.56213.6001.1,15,Taborstraße (Automatic)
2014-12-01,AT/SPO.09.TAB.56396.6001.1,10,Taborstraße (Gravi)
2015-01-01,AT/SPO.09.A23.65515.6001.1,13,A23 Südosttangente/Wehlistraße	(Gravi)
2015-01-01,AT/SPO.09.A23.65516.6001.1,16,A23 Südosttangente/Wehlistraße	(Gravi)
2015-01-01,AT/SPO.09.AKC.5066.6001.1,14,AKH (Allgemeines Krankenhaus) (Automatic)
2015-01-01,AT/SPO.09.AKC.55371.6001.1,12,AKH (Allgemeines Krankenhaus) (Gravi)
2015-01-01,AT/SPO.09.KEND.64567.6001.1,13,Kendlerstraße (Automatic)
2015-01-01,AT/SPO.09.LOB.64389.6001.1,12,Lobau (Gravi)
2015-01-01,AT/SPO.09.STAD.64538.6001.1,14,Stadlau (Automatic)
2015-01-01,AT/SPO.09.TAB.56213.6001.1,16,Taborstraße (Automatic)
2015-01-01,AT/SPO.09.TAB.56396.6001.1,12,Taborstraße (Gravi)
2015-02-01,AT/SPO.09.A23.65515.6001.1,21,A23 Südosttangente/Wehlistraße	(Gravi)
2015-02-01,AT/SPO.09.A23.65516.6001.1,23,A23 Südosttangente/Wehlistraße	(Gravi)
2015-02-01,AT/SPO.09.AKC.5066.6001.1,22,AKH (Allgemeines Krankenhaus) (Automatic)
2015-02-01,AT/SPO.09.AKC.55371.6001.1,21,AKH (Allgemeines Krankenhaus) (Gravi)
2015-02-01,AT/SPO.09.KEND.64567.6001.1,23,Kendlerstraße (Automatic)
2015-02-01,AT/SPO.09.LOB.64389.6001.1,20,Lobau (Gravi)
2015-02-01,AT/SPO.09.LOB.64566.6001.1,21,Lobau (Automatic)
2015-02-01,AT/SPO.09.STAD.64538.6001.1,23,Stadlau (Automatic)
2015-02-01,AT/SPO.09.TAB.56213.6001.1,24,Taborstraße (Automatic)
2015-02-01,AT/SPO.09.TAB.56396.6001.1,22,Taborstraße (Gravi)
2015-03-01,AT/SPO.09.A23.65515.6001.1,20,A23 Südosttangente/Wehlistraße	(Gravi)
2015-03-01,AT/SPO.09.A23.65516.6001.1,20,A23 Südosttangente/Wehlistraße	(Gravi)
2015-03-01,AT/SPO.09.AKC.5066.6001.1,20,AKH (Allgemeines Krankenhaus) (Automatic)
2015-03-01,AT/SPO.09.AKC.55371.6001.1,20,AKH (Allgemeines Krankenhaus) (Gravi)
2015-03-01,AT/SPO.09.KEND.64567.6001.1,20,Kendlerstraße (Automatic)
2015-03-01,AT/SPO.09.LOB.64389.6001.1,17,Lobau (Gravi)
2015-03-01,AT/SPO.09.LOB.64566.6001.1,19,Lobau (Automatic)
2015-03-01,AT/SPO.09.STAD.64538.6001.1,20,Stadlau (Automatic)
2015-03-01,AT/SPO.09.TAB.56213.6001.1,20,Taborstraße (Automatic)
2015-03-01,AT/SPO.09.TAB.56396.6001.1,20,Taborstraße (Gravi)
2015-04-01,AT/SPO.09.A23.65515.6001.1,5,A23 Südosttangente/Wehlistraße	(Gravi)
2015-04-01,AT/SPO.09.A23.65516.6001.1,5,A23 Südosttangente/Wehlistraße	(Gravi)
2015-04-01,AT/SPO.09.AKC.5066.6001.1,5,AKH (Allgemeines Krankenhaus) (Automatic)
2015-04-01,AT/SPO.09.AKC.55371.6001.1,3,AKH (Allgemeines Krankenhaus) (Gravi)
2015-04-01,AT/SPO.09.KEND.64567.6001.1,5,Kendlerstraße (Automatic)
2015-04-01,AT/SPO.09.LOB.64389.6001.1,3,Lobau (Gravi)
2015-04-01,AT/SPO.09.LOB.64566.6001.1,5,Lobau (Automatic)
2015-04-01,AT/SPO.09.STAD.64538.6001.1,5,Stadlau (Automatic)
2015-04-01,AT/SPO.09.TAB.56213.6001.1,5,Taborstraße (Automatic)
2015-04-01,AT/SPO.09.TAB.56396.6001.1,5,Taborstraße (Gravi)
2015-05-01,AT/SPO.09.A23.65515.6001.1,1,A23 Südosttangente/Wehlistraße	(Gravi)
2015-05-01,AT/SPO.09.A23.65516.6001.1,12,A23 Südosttangente/Wehlistraße	(Gravi)
2015-05-01,AT/SPO.09.AKC.5066.6001.1,6,AKH (Allgemeines Krankenhaus) (Automatic)
2015-05-01,AT/SPO.09.AKC.55371.6001.1,2,AKH (Allgemeines Krankenhaus) (Gravi)
2015-05-01,AT/SPO.09.KEND.64567.6001.1,7,Kendlerstraße (Automatic)
2015-05-01,AT/SPO.09.LOB.64389.6001.1,1,Lobau (Gravi)
2015-05-01,AT/SPO.09.LOB.64566.6001.1,2,Lobau (Automatic)
2015-05-01,AT/SPO.09.STAD.64538.6001.1,5,Stadlau (Automatic)
2015-05-01,AT/SPO.09.TAB.56396.6001.1,5,Taborstraße (Gravi)
2015-06-01,AT/SPO.09.A23.65515.6001.1,7,A23 Südosttangente/Wehlistraße	(Gravi)
2015-06-01,AT/SPO.09.A23.65516.6001.1,6,A23 Südosttangente/Wehlistraße	(Gravi)
2015-06-01,AT/SPO.09.AKC.5066.6001.1,0,AKH (Allgemeines Krankenhaus) (Automatic)
2015-06-01,AT/SPO.09.AKC.55371.6001.1,7,AKH (Allgemeines Krankenhaus) (Gravi)
2015-06-01,AT/SPO.09.KEND.64567.6001.1,2,Kendlerstraße (Automatic)
2015-06-01,AT/SPO.09.LOB.64389.6001.1,3,Lobau (Gravi)
2015-06-01,AT/SPO.09.LOB.64566.6001.1,0,Lobau (Automatic)
2015-06-01,AT/SPO.09.STAD.64538.6001.1,3,Stadlau (Automatic)
2015-06-01,AT/SPO.09.TAB.56396.6001.1,6,Taborstraße (Gravi)
2015-07-01,AT/SPO.09.A23.65515.6001.1,10,A23 Südosttangente/Wehlistraße	(Gravi)
2015-07-01,AT/SPO.09.A23.65516.6001.1,2,A23 Südosttangente/Wehlistraße	(Gravi)
2015-07-01,AT/SPO.09.AKC.5066.6001.1,0,AKH (Allgemeines Krankenhaus) (Automatic)
2015-07-01,AT/SPO.09.AKC.55371.6001.1,9,AKH (Allgemeines Krankenhaus) (Gravi)
2015-07-01,AT/SPO.09.KEND.64567.6001.1,1,Kendlerstraße (Automatic)
2015-07-01,AT/SPO.09.LOB.64389.6001.1,5,Lobau (Gravi)
2015-07-01,AT/SPO.09.LOB.64566.6001.1,0,Lobau (Automatic)
2015-07-01,AT/SPO.09.STAD.64538.6001.1,0,Stadlau (Automatic)
2015-07-01,AT/SPO.09.TAB.56396.6001.1,12,Taborstraße (Gravi)
2015-08-01,AT/SPO.09.A23.65515.6001.1,20,A23 Südosttangente/Wehlistraße	(Gravi)
2015-08-01,AT/SPO.09.A23.65516.6001.1,13,A23 Südosttangente/Wehlistraße	(Gravi)
2015-08-01,AT/SPO.09.AKC.5066.6001.1,3,AKH (Allgemeines Krankenhaus) (Automatic)
2015-08-01,AT/SPO.09.AKC.55371.6001.1,19,AKH (Allgemeines Krankenhaus) (Gravi)
2015-08-01,AT/SPO.09.KEND.64567.6001.1,3,Kendlerstraße (Automatic)
2015-08-01,AT/SPO.09.LOB.64389.6001.1,14,Lobau (Gravi)
2015-08-01,AT/SPO.09.LOB.64566.6001.1,3,Lobau (Automatic)
2015-08-01,AT/SPO.09.STAD.64538.6001.1,4,Stadlau (Automatic)
2015-08-01,AT/SPO.09.TAB.56396.6001.1,21,Taborstraße (Gravi)
2015-09-01,AT/SPO.09.A23.65515.6001.1,2,A23 Südosttangente/Wehlistraße	(Gravi)
2015-09-01,AT/SPO.09.A23.65516.6001.1,1,A23 Südosttangente/Wehlistraße	(Gravi)
2015-09-01,AT/SPO.09.AKC.5066.6001.1,1,AKH (Allgemeines Krankenhaus) (Automatic)
2015-09-01,AT/SPO.09.AKC.55371.6001.1,2,AKH (Allgemeines Krankenhaus) (Gravi)
2015-09-01,AT/SPO.09.KEND.64567.6001.1,0,Kendlerstraße (Automatic)
2015-09-01,AT/SPO.09.LOB.64389.6001.1,1,Lobau (Gravi)
2015-09-01,AT/SPO.09.LOB.64566.6001.1,0,Lobau (Automatic)
2015-09-01,AT/SPO.09.STAD.64538.6001.1,1,Stadlau (Automatic)
2015-09-01,AT/SPO.09.TAB.56396.6001.1,2,Taborstraße (Gravi)
2015-10-01,AT/SPO.09.A23.65515.6001.1,18,A23 Südosttangente/Wehlistraße	(Gravi)
2015-10-01,AT/SPO.09.A23.65516.6001.1,21,A23 Südosttangente/Wehlistraße	(Gravi)
2015-10-01,AT/SPO.09.AKC.5066.6001.1,22,AKH (Allgemeines Krankenhaus) (Automatic)
2015-10-01,AT/SPO.09.AKC.55371.6001.1,19,AKH (Allgemeines Krankenhaus) (Gravi)
2015-10-01,AT/SPO.09.KEND.64567.6001.1,20,Kendlerstraße (Automatic)
2015-10-01,AT/SPO.09.LOB.64389.6001.1,14,Lobau (Gravi)
2015-10-01,AT/SPO.09.LOB.64566.6001.1,15,Lobau (Automatic)
2015-10-01,AT/SPO.09.STAD.64538.6001.1,22,Stadlau (Automatic)
2015-10-01,AT/SPO.09.TAB.56213.6001.1,23,Taborstraße (Automatic)
2015-10-01,AT/SPO.09.TAB.56396.6001.1,21,Taborstraße (Gravi)
2015-11-01,AT/SPO.09.A23.65515.6001.1,11,A23 Südosttangente/Wehlistraße	(Gravi)
2015-11-01,AT/SPO.09.A23.65516.6001.1,11,A23 Südosttangente/Wehlistraße	(Gravi)
2015-11-01,AT/SPO.09.AKC.5066.6001.1,12,AKH (Allgemeines Krankenhaus) (Automatic)
2015-11-01,AT/SPO.09.AKC.55371.6001.1,11,AKH (Allgemeines Krankenhaus) (Gravi)
2015-11-01,AT/SPO.09.KEND.64567.6001.1,10,Kendlerstraße (Automatic)
2015-11-01,AT/SPO.09.LOB.64389.6001.1,10,Lobau (Gravi)
2015-11-01,AT/SPO.09.LOB.64566.6001.1,11,Lobau (Automatic)
2015-11-01,AT/SPO.09.STAD.64538.6001.1,13,Stadlau (Automatic)
2015-11-01,AT/SPO.09.TAB.56213.6001.1,13,Taborstraße (Automatic)
2015-11-01,AT/SPO.09.TAB.56396.6001.1,11,Taborstraße (Gravi)
2015-12-01,AT/SPO.09.A23.65515.6001.1,19,A23 Südosttangente/Wehlistraße	(Gravi)
2015-12-01,AT/SPO.09.A23.65516.6001.1,18,A23 Südosttangente/Wehlistraße	(Gravi)
2015-12-01,AT/SPO.09.AKC.5066.6001.1,23,AKH (Allgemeines Krankenhaus) (Automatic)
2015-12-01,AT/SPO.09.AKC.55371.6001.1,21,AKH (Allgemeines Krankenhaus) (Gravi)
2015-12-01,AT/SPO.09.KEND.64567.6001.1,22,Kendlerstraße (Automatic)
2015-12-01,AT/SPO.09.LOB.64389.6001.1,14,Lobau (Gravi)
2015-12-01,AT/SPO.09.LOB.64566.6001.1,16,Lobau (Automatic)
2015-12-01,AT/SPO.09.STAD.64538.6001.1,23,Stadlau (Automatic)
2015-12-01,AT/SPO.09.TAB.56213.6001.1,25,Taborstraße (Automatic)
2015-12-01,AT/SPO.09.TAB.56396.6001.1,23,Taborstraße (Gravi)
2016-01-01,AT/SPO.09.A23.65515.6001.1,22,A23 Südosttangente/Wehlistraße	(Gravi)
2016-01-01,AT/SPO.09.AKC.5066.6001.1,1,AKH (Allgemeines Krankenhaus) (Automatic)
2016-01-01,AT/SPO.09.AKC.55371.6001.1,19,AKH (Allgemeines Krankenhaus) (Gravi)
2016-01-01,AT/SPO.09.KEND.64567.6001.1,18,Kendlerstraße (Automatic)
2016-01-01,AT/SPO.09.LOB.64389.6001.1,18,Lobau (Gravi)
2016-01-01,AT/SPO.09.LOB.64566.6001.1,1,Lobau (Automatic)
2016-01-01,AT/SPO.09.STAD.64538.6001.1,22,Stadlau (Automatic)
2016-01-01,AT/SPO.09.TAB.56213.6001.1,1,Taborstraße (Automatic)
2016-01-01,AT/SPO.09.TAB.56396.6001.1,21,Taborstraße (Gravi)
2016-02-01,AT/SPO.09.A23.65515.6001.1,7,A23 Südosttangente/Wehlistraße	(Gravi)
2016-02-01,AT/SPO.09.AKC.55371.6001.1,7,AKH (Allgemeines Krankenhaus) (Gravi)
2016-02-01,AT/SPO.09.KEND.64567.6001.1,10,Kendlerstraße (Automatic)
2016-02-01,AT/SPO.09.LOB.64389.6001.1,5,Lobau (Gravi)
2016-02-01,AT/SPO.09.STAD.64538.6001.1,8,Stadlau (Automatic)
2016-02-01,AT/SPO.09.TAB.56396.6001.1,8,Taborstraße (Gravi)
2016-03-01,AT/SPO.09.A23.65515.6001.1,15,A23 Südosttangente/Wehlistraße	(Gravi)
2016-03-01,AT/SPO.09.AKC.55371.6001.1,12,AKH (Allgemeines Krankenhaus) (Gravi)
2016-03-01,AT/SPO.09.KEND.64567.6001.1,15,Kendlerstraße (Automatic)
2016-03-01,AT/SPO.09.LOB.64389.6001.1,11,Lobau (Gravi)
2016-03-01,AT/SPO.09.STAD.64538.6001.1,17,Stadlau (Automatic)
2016-03-01,AT/SPO.09.TAB.56396.6001.1,14,Taborstraße (Gravi)
2016-04-01,AT/SPO.09.A23.65515.6001.1,4,A23 Südosttangente/Wehlistraße	(Gravi)
2016-04-01,AT/SPO.09.AKC.55371.6001.1,4,AKH (Allgemeines Krankenhaus) (Gravi)
2016-04-01,AT/SPO.09.KEND.64567.6001.1,6,Kendlerstraße (Automatic)
2016-04-01,AT/SPO.09.LOB.64389.6001.1,3,Lobau (Gravi)
2016-04-01,AT/SPO.09.STAD.64538.6001.1,6,Stadlau (Automatic)
2016-04-01,AT/SPO.09.TAB.56396.6001.1,5,Taborstraße (Gravi)
2016-05-01,AT/SPO.09.A23.65515.6001.1,3,A23 Südosttangente/Wehlistraße	(Gravi)
2016-05-01,AT/SPO.09.AKC.55371.6001.1,3,AKH (Allgemeines Krankenhaus) (Gravi)
2016-05-01,AT/SPO.09.KEND.64567.6001.1,3,Kendlerstraße (Automatic)
2016-05-01,AT/SPO.09.LOB.64389.6001.1,0,Lobau (Gravi)
2016-05-01,AT/SPO.09.STAD.64538.6001.1,3,Stadlau (Automatic)
2016-05-01,AT/SPO.09.TAB.56396.6001.1,4,Taborstraße (Gravi)
2016-06-01,AT/SPO.09.A23.65515.6001.1,2,A23 Südosttangente/Wehlistraße	(Gravi)
2016-06-01,AT/SPO.09.AKC.55371.6001.1,2,AKH (Allgemeines Krankenhaus) (Gravi)
2016-06-01,AT/SPO.09.KEND.64567.6001.1,1,Kendlerstraße (Automatic)
2016-06-01,AT/SPO.09.LOB.64389.6001.1,1,Lobau (Gravi)
2016-06-01,AT/SPO.09.STAD.64538.6001.1,0,Stadlau (Automatic)
2016-06-01,AT/SPO.09.TAB.56396.6001.1,2,Taborstraße (Gravi)
2016-07-01,AT/SPO.09.A23.65515.6001.1,3,A23 Südosttangente/Wehlistraße	(Gravi)
2016-07-01,AT/SPO.09.AKC.55371.6001.1,2,AKH (Allgemeines Krankenhaus) (Gravi)
2016-07-01,AT/SPO.09.KEND.64567.6001.1,0,Kendlerstraße (Automatic)
2016-07-01,AT/SPO.09.LOB.64389.6001.1,0,Lobau (Gravi)
2016-07-01,AT/SPO.09.STAD.64538.6001.1,0,Stadlau (Automatic)
